id,day,pressure,humidity,cloud,sunshine,winddirection,windspeed,rainfall,Temp_unificada
694,330,1020.9,78.0,89.0,1.0,40.0,22.5,1,-2.7959225396988656
695,331,1025.3,78.0,87.0,3.0,20.0,20.5,0,-3.996519204119138
696,332,1020.1,80.0,88.0,0.5,10.0,21.6,1,-3.7023659126329838
697,333,1023.4,79.0,88.0,0.4,10.0,39.3,1,-3.5805423118933417
698,334,1021.2,84.0,83.0,3.3,40.0,30.6,1,-3.080500262452619
699,335,1020.8,79.0,81.0,1.1,60.0,29.8,0,-2.9817439619273993
700,336,1022.3,75.0,74.0,9.1,20.0,21.9,0,-4.300046525584087
701,337,1023.4,77.0,77.0,2.5,70.0,25.2,0,-3.290443843779274
702,338,1021.1,70.0,86.0,3.0,40.0,14.8,0,-2.38694864018313
703,339,1017.9,86.0,88.0,0.0,70.0,41.3,1,-2.464456666846362
704,340,1022.5,76.0,86.0,0.4,20.0,29.0,1,-2.708396697060293
705,341,1019.7,90.0,90.0,0.0,50.0,27.3,1,-2.922620844417832
706,342,1017.7,93.0,95.0,0.3,60.0,25.9,1,-2.6297549310106776
707,343,1018.7,79.0,88.0,0.0,10.0,30.2,1,-3.211775672895066
708,344,1018.1,72.0,19.0,8.4,50.0,9.8,0,-1.702640093293839
709,345,1016.7,85.0,90.0,1.0,30.0,29.8,1,-1.9219691325922263
710,346,1020.8,86.0,88.0,0.1,20.0,24.8,1,-3.8362550226222583
711,347,1017.1,90.0,87.0,0.1,80.0,18.0,1,-2.6963117534266647
712,348,1023.9,93.0,88.0,0.2,40.0,17.3,1,-3.3222111749123804
713,349,1022.7,89.0,88.0,0.3,70.0,39.5,1,-3.435665664447274
714,350,1016.1,82.0,81.0,5.1,60.0,35.3,1,-0.7726633464421834
715,351,1019.4,79.0,89.0,0.0,50.0,27.1,1,-2.883553538598836
716,352,1017.8,81.0,86.0,2.2,20.0,18.2,1,-1.552620473938751
717,353,1024.0,91.0,88.0,0.5,40.0,12.8,1,-2.00664183986517
718,354,1016.4,95.0,88.0,0.0,40.0,28.4,1,-1.851559294720636
719,355,1016.7,83.0,81.0,0.6,80.0,38.3,1,-1.9496845307065191
720,356,1019.4,75.0,90.0,0.1,50.0,38.0,1,-1.9791589707288009
721,357,1023.1,76.0,87.0,2.6,40.0,20.5,1,-1.7020068706410787
722,358,1022.9,74.0,61.0,2.2,70.0,36.0,0,-2.1709549206071705
723,359,1021.1,79.0,88.0,0.1,50.0,39.3,1,-2.8187170936475106
724,360,1019.4,96.0,95.0,0.0,50.0,24.2,1,-2.845087718623894
725,361,1020.6,91.0,88.0,0.0,20.0,33.4,1,-2.483104956343764
726,362,1016.6,91.0,88.0,0.0,60.0,38.0,1,-2.395627445038294
727,363,1020.8,78.0,91.0,0.2,30.0,20.2,1,-3.1411926010661255
728,364,1019.7,79.0,88.0,0.0,80.0,38.3,1,-2.9119090759893904
729,365,1016.8,77.0,97.0,0.1,40.0,43.8,1,-1.740315901313446
730,1,1016.8,96.0,91.0,0.0,50.0,48.0,1,-1.8607214593321086
731,2,1019.9,92.0,100.0,0.0,40.0,37.0,1,-3.203361554087527
732,3,1013.5,79.0,81.0,0.0,60.0,55.5,1,-1.7351054120564648
733,4,1014.9,95.0,95.0,0.0,20.0,59.5,1,-2.1952272545805984
734,5,1024.4,77.0,88.0,0.0,20.0,39.3,1,-4.820061328844353
735,6,1021.6,67.0,91.0,0.0,20.0,59.5,0,-3.9608378573387175
736,7,1024.1,58.0,67.0,5.6,60.0,25.2,1,-3.9779303497293075
737,8,1018.9,96.0,100.0,0.0,20.0,29.0,1,-3.809610917035321
738,9,1024.1,86.0,78.0,0.6,20.0,21.6,1,-3.8976815627815773
739,10,1014.5,87.0,100.0,0.0,20.0,29.8,1,-3.640876214168528
740,11,1027.1,75.0,89.0,0.0,60.0,39.5,1,-3.3280105906654383
741,12,1017.7,93.0,100.0,0.0,70.0,30.3,1,-2.715852188378225
742,13,1016.8,79.0,94.0,0.0,70.0,39.5,1,-3.1901242462770805
743,14,1022.4,76.0,88.0,0.0,50.0,29.6,1,-2.876552844089196
744,15,1019.9,97.0,99.0,0.0,40.0,20.4,1,-2.1913350045510547
745,16,1020.9,75.0,19.0,3.9,30.0,42.0,0,-2.734338919051857
746,17,1021.5,75.0,69.0,4.3,20.0,19.8,0,-6.174988748613919
747,18,1023.9,72.0,11.0,10.2,20.0,28.6,0,-3.0009317127757478
748,19,1024.1,62.0,29.0,10.2,60.0,24.9,0,-3.2956381587728525
749,20,1021.6,76.0,19.0,10.2,10.0,55.5,0,-2.7540991835463666
750,21,1022.3,86.0,91.0,1.0,50.0,14.8,1,-2.6756406006228004
751,22,1023.9,74.0,43.0,10.2,30.0,14.1,0,-2.289384651959706
752,23,1024.7,49.0,19.0,10.2,60.0,40.0,0,-2.5908878154254245
753,24,1014.6,63.0,81.0,2.4,10.0,39.5,0,-1.502259380036116
754,25,1013.4,96.0,100.0,0.0,50.0,16.7,1,-1.5757196718426196
755,26,1014.8,86.0,80.0,3.4,40.0,14.7,1,-0.915974236601622
756,27,1020.6,75.0,57.0,5.3,70.0,33.5,1,-1.4614728403471093
757,28,1013.6,90.0,88.0,1.0,40.0,25.1,1,-0.945392855203263
758,29,1020.4,93.0,88.0,1.4,70.0,24.4,1,-3.377248034437387
759,30,1021.4,70.0,19.0,2.3,20.0,21.3,0,-4.780240193181456
760,31,1017.5,93.0,88.0,0.0,20.0,35.8,1,-0.7361789970863388
761,32,1023.6,89.0,95.0,0.0,40.0,18.2,1,-3.8552239694575468
762,33,1020.4,69.0,46.0,9.5,20.0,24.4,0,-3.092474427894116
763,34,1025.6,76.0,83.0,0.4,50.0,26.1,1,-1.9418100243480425
764,35,1017.8,79.0,84.0,1.2,40.0,21.9,1,-1.8721340968371507
765,36,1022.7,79.0,88.0,0.0,20.0,25.2,1,-4.071962110139391
766,37,1026.5,69.0,88.0,0.2,20.0,32.2,1,-4.403873542954028
767,38,1020.6,79.0,83.0,2.2,20.0,17.3,1,-2.0421182268906524
768,39,1017.1,82.0,87.0,1.0,50.0,24.9,1,-1.3977176481029572
769,40,1025.4,75.0,78.0,3.3,40.0,16.0,0,-2.4931945961112914
770,41,1018.9,78.0,82.0,0.0,50.0,12.7,1,-1.8757982962248516
771,42,1014.2,78.0,88.0,0.6,30.0,25.1,1,-2.2718451538160975
772,43,1015.1,78.0,68.0,9.8,80.0,14.8,0,-0.5588265005672132
773,44,1024.3,76.0,59.0,10.4,30.0,25.5,0,-2.7709079329503536
774,45,1018.6,78.0,55.0,6.9,50.0,8.6,1,-1.6694753512454958
775,46,1017.9,85.0,91.0,0.1,70.0,33.0,1,-2.0689331171364014
776,47,1018.6,93.0,91.0,0.9,20.0,20.5,1,-2.7771242374353915
777,48,1016.3,95.0,91.0,0.0,40.0,29.8,1,-2.926873699910237
778,49,1019.9,95.0,91.0,0.0,60.0,34.0,1,-2.6207795644406797
779,50,1024.4,78.0,88.0,1.0,20.0,10.2,1,-3.09091416346234
780,51,1015.2,95.0,100.0,0.0,50.0,21.8,1,-2.578748064889928
781,52,1018.4,93.0,96.0,0.0,60.0,38.0,1,-2.410865549569694
782,53,1019.4,79.0,48.0,10.3,20.0,23.9,0,-1.8925829500057867
783,54,1016.6,90.0,85.0,0.6,60.0,24.8,1,-1.3296715106156043
784,55,1020.4,79.0,79.0,0.2,20.0,23.3,0,-3.508305774678804
785,56,1023.4,77.0,91.0,0.8,40.0,28.6,1,-4.210054869856194
786,57,1012.2,92.0,96.0,0.0,50.0,11.1,1,-1.4452978837264974
787,58,1012.0,97.0,88.0,0.2,70.0,15.7,1,-2.4245510177389287
788,59,1012.0,76.0,86.0,3.7,20.0,31.7,1,-2.3729530462149375
789,60,1014.8,76.0,78.0,6.2,60.0,25.2,0,-1.4987502320985602
790,61,1013.4,79.0,76.0,0.0,40.0,11.2,1,-0.7347299311076877
791,62,1012.2,90.0,84.0,0.0,40.0,9.4,1,-1.2235817717544775
792,63,1018.4,98.0,100.0,0.0,50.0,8.1,1,-1.5577540799257321
793,64,1015.2,93.0,88.0,2.4,80.0,17.3,1,-1.9015205485864684
794,65,1021.8,82.0,82.0,3.1,50.0,21.4,1,-1.7714958600234976
795,66,1017.5,75.0,83.0,0.0,40.0,22.6,1,-1.2149821495982314
796,67,1020.6,79.0,95.0,0.0,30.0,19.3,1,-1.97978901952087
797,68,1020.3,78.0,88.0,0.0,20.0,25.0,1,-1.4438992961832546
798,69,1012.7,91.0,88.0,0.0,50.0,23.9,1,-0.8806618576984486
799,70,1020.6,91.0,74.0,1.6,50.0,20.5,1,-1.7324709614106388
800,71,1017.1,79.0,91.0,0.0,70.0,38.0,1,-2.3232026750025145
801,72,1016.0,87.0,74.0,2.3,20.0,10.2,1,-0.8541412199559931
802,73,1019.4,81.0,88.0,0.0,30.0,12.1,1,-1.0891808999416175
803,74,1013.2,59.0,70.0,6.7,40.0,18.0,0,-1.3352215193589254
804,75,1013.1,93.0,88.0,1.8,40.0,17.2,0,-0.15297834259588722
805,76,1017.4,76.0,70.0,3.9,40.0,15.3,0,-1.1301823595653802
806,77,1019.3,87.0,95.0,0.6,80.0,25.5,1,0.09118527093492212
807,78,1018.0,85.0,89.0,0.1,30.0,17.3,1,0.482201520687161
808,79,1013.0,90.0,88.0,0.1,30.0,15.3,1,0.10412139860745447
809,80,1011.4,94.0,95.0,0.0,50.0,29.7,1,-2.5337223738796393
810,81,1011.6,98.0,97.0,0.5,80.0,12.5,1,-0.912602562875903
811,82,1010.3,92.0,96.0,0.0,50.0,41.4,1,-2.7960588482938147
812,83,1008.2,88.0,84.0,3.2,20.0,24.2,1,-0.28377732091664476
813,84,1013.5,89.0,88.0,0.6,50.0,20.8,1,0.11192162209258492
814,85,1010.3,88.0,89.0,0.4,70.0,11.3,1,0.39269537304637814
815,86,1013.3,84.0,90.0,1.1,60.0,6.6,1,0.5620128189020284
816,87,1011.3,79.0,81.0,0.0,70.0,23.5,1,-1.0382768808707257
817,88,1009.9,92.0,93.0,0.0,190.0,15.0,1,-0.6288539575755469
818,89,1012.5,98.0,88.0,0.1,70.0,25.2,1,0.4120684871564359
819,90,1013.2,94.0,83.0,5.0,70.0,20.4,1,0.3805848879988144
820,91,1012.0,89.0,90.0,2.5,40.0,8.1,1,0.6995443308563728
821,92,1009.5,94.0,88.0,0.3,240.0,19.8,1,-0.17437446009940505
822,93,1013.9,90.0,82.0,3.3,220.0,12.0,1,-0.13077604865625458
823,94,1011.4,97.0,88.0,0.1,50.0,24.9,1,-0.8437698772505253
824,95,1006.8,92.0,89.0,2.4,40.0,21.9,1,0.7960132221145036
825,96,1007.8,87.0,84.0,1.8,80.0,30.6,1,1.1276335860691606
826,97,1016.3,94.0,88.0,0.4,80.0,18.0,1,1.0360075011009078
827,98,1012.4,86.0,84.0,2.2,40.0,13.8,1,0.9923733189011258
828,99,1017.0,79.0,82.0,4.8,100.0,30.6,1,1.0813193733852198
829,100,1010.1,80.0,87.0,1.4,50.0,30.2,1,0.7378703784190562
830,101,1012.2,84.0,88.0,1.0,80.0,9.1,1,0.24789185509638234
831,102,1011.1,87.0,91.0,0.0,80.0,16.0,1,-0.5412193547712689
832,103,1012.0,84.0,88.0,2.4,60.0,28.8,1,1.1486278455094499
833,104,1013.0,86.0,88.0,0.6,70.0,9.8,1,1.1329381168019514
834,105,1016.0,87.0,88.0,1.5,70.0,26.4,1,1.1390258829535742
835,106,1013.3,92.0,85.0,0.2,190.0,12.6,1,0.9311038592294956
836,107,1008.3,84.0,85.0,3.1,180.0,15.9,1,1.4535846266771972
837,108,1014.5,82.0,83.0,4.7,270.0,16.0,1,1.413413136916369
838,109,1011.1,87.0,82.0,2.7,30.0,14.0,1,1.5639024228677605
839,110,1011.4,91.0,84.0,2.2,40.0,18.0,1,-0.4226133679273041
840,111,1013.3,82.0,81.0,5.7,70.0,20.4,1,0.1712495800638346
841,112,1013.3,87.0,85.0,2.5,60.0,11.9,1,0.34879448677254615
842,113,1011.4,89.0,75.0,8.8,50.0,9.2,1,1.2411026542069514
843,114,1012.5,89.0,84.0,1.2,80.0,23.4,1,0.278683379740332
844,115,1011.4,83.0,81.0,1.8,190.0,15.1,1,1.0940185145374879
845,116,1011.3,75.0,66.0,5.7,20.0,13.6,1,0.8872397582310675
846,117,1008.1,82.0,86.0,1.2,210.0,31.2,1,1.5898354080131654
847,118,1011.1,86.0,85.0,3.6,80.0,14.8,1,0.6018108624495265
848,119,1010.4,89.0,71.0,6.7,200.0,13.9,0,1.5061846584268208
849,120,1013.4,93.0,85.0,3.9,20.0,9.2,0,0.4434446208411204
850,121,1007.6,87.0,78.0,8.4,220.0,15.8,1,0.9834211735224067
851,122,1006.7,93.0,88.0,0.4,20.0,23.9,1,1.1267884662442194
852,123,1009.5,77.0,75.0,8.7,100.0,7.9,1,1.1752641600411111
853,124,1007.9,81.0,73.0,6.3,230.0,16.1,0,1.5245580215227859
854,125,1007.6,89.0,66.0,7.7,75.0,8.5,1,0.9502483492336745
855,126,1006.6,77.0,69.0,7.6,220.0,9.1,1,1.3395603639797933
856,127,1006.7,93.0,85.0,0.2,130.0,24.8,1,1.6359697502902506
857,128,1005.9,87.0,89.0,1.2,50.0,29.8,1,1.2899412626782456
858,129,1008.9,80.0,69.0,6.4,230.0,11.2,1,1.827096857857345
859,130,1006.9,74.0,81.0,4.4,230.0,18.1,1,1.7665476043752901
860,131,1007.5,91.0,85.0,6.2,220.0,25.0,1,1.9820234881310774
861,132,1006.0,84.0,87.0,3.4,210.0,12.4,1,1.7629957690576015
862,133,1009.5,75.0,69.0,10.0,220.0,19.6,0,2.178127401371459
863,134,1008.7,81.0,88.0,1.0,220.0,16.5,1,2.1534737010535463
864,135,1007.9,88.0,82.0,2.2,230.0,20.5,1,1.8279872654590734
865,136,1008.8,82.0,85.0,3.7,220.0,13.0,1,2.3071071912305485
866,137,1005.9,83.0,88.0,2.0,220.0,25.1,1,1.865740379114601
867,138,1008.1,79.0,78.0,9.3,230.0,11.3,1,2.2838750084620423
868,139,1008.5,84.0,88.0,1.6,220.0,24.5,1,1.8714375420755793
869,140,1007.9,78.0,29.0,11.1,150.0,9.2,0,1.8324252040391926
870,141,1006.3,89.0,88.0,0.7,240.0,28.4,1,2.15078313903046
871,142,1008.1,75.0,32.0,11.9,220.0,15.8,0,2.2354360999405536
872,143,1006.6,72.0,39.0,10.5,230.0,9.4,0,2.201374302829859
873,144,1005.6,86.0,89.0,6.5,120.0,15.7,1,2.1587516978758656
874,145,1007.5,81.0,83.0,6.3,220.0,4.5,1,2.090048393210817
875,146,1008.8,80.0,33.0,11.8,230.0,14.6,0,2.418426033127973
876,147,1005.3,76.0,54.0,10.5,230.0,10.2,0,2.2817503126244945
877,148,1008.5,78.0,38.0,10.4,120.0,9.9,0,2.2063555868392277
878,149,1010.5,75.0,32.0,9.3,240.0,14.0,0,2.3997539391926326
879,150,1006.7,81.0,80.0,3.9,200.0,24.4,1,2.1805752038454314
880,151,1008.6,72.0,20.0,10.1,230.0,11.8,0,2.2211794238290437
881,152,1007.9,75.0,44.0,10.0,220.0,24.5,0,2.1946704722312855
882,153,1005.6,75.0,38.0,10.6,10.0,15.4,0,2.0009983480822138
883,154,1008.4,77.0,58.0,9.3,220.0,9.2,0,2.4906860717077857
884,155,1009.9,81.0,60.0,8.3,200.0,14.5,1,2.4653304877944997
885,156,1008.9,78.0,43.0,8.3,220.0,19.7,0,2.0021644164301553
886,157,1008.8,78.0,72.0,4.1,180.0,30.2,1,2.1712846727924004
887,158,1007.2,79.0,78.0,2.7,110.0,9.2,1,2.376221730891983
888,159,1006.2,82.0,80.0,4.9,70.0,28.7,1,2.322955155031505
889,160,1008.8,85.0,88.0,0.2,230.0,13.6,1,1.9013473017061822
890,161,1007.8,86.0,84.0,3.8,220.0,29.8,1,2.5065008541376477
891,162,1008.8,75.0,46.0,10.4,170.0,15.7,1,2.6487374290071557
892,163,1006.9,74.0,47.0,5.0,230.0,9.6,0,2.277468894184073
893,164,1008.1,79.0,72.0,10.6,190.0,27.3,0,2.2736434271577153
894,165,1007.8,78.0,38.0,11.0,220.0,20.2,0,1.9434167411381063
895,166,1008.3,79.0,79.0,3.7,220.0,12.8,1,2.14957813830481
896,167,1010.3,93.0,84.0,1.8,220.0,14.8,1,1.7571370582839703
897,168,1006.2,81.0,79.0,6.2,240.0,24.4,1,1.7021567303972167
898,169,1008.1,88.0,83.0,5.9,200.0,11.1,1,2.14066133241061
899,170,1008.5,79.0,78.0,8.5,230.0,23.3,1,1.81828881212885
900,171,1006.4,84.0,82.0,3.1,220.0,14.6,1,1.8458001041262366
901,172,1006.3,82.0,83.0,2.0,190.0,20.7,0,2.1788489022538022
902,173,1004.5,74.0,88.0,0.1,90.0,14.8,1,1.5289794925494615
903,174,1008.9,75.0,85.0,7.8,220.0,22.8,1,2.1671611982603247
904,175,1008.7,89.0,82.0,2.4,240.0,25.9,1,1.9052176252372153
905,176,1005.4,84.0,86.0,6.8,220.0,16.7,1,1.9780429586434558
906,177,1008.4,87.0,84.0,3.7,230.0,18.8,1,2.07765634531231
907,178,1008.4,86.0,88.0,7.7,200.0,16.5,1,2.2030752141056675
908,179,1008.4,88.0,84.0,0.2,230.0,12.8,1,1.7742171411962053
909,180,1008.9,78.0,78.0,6.9,230.0,26.5,1,1.9596444964167847
910,181,1005.7,84.0,78.0,5.4,230.0,13.3,1,1.8617200428174963
911,182,1010.5,79.0,80.0,2.3,130.0,11.3,1,1.7867687188809398
912,183,1008.4,78.0,38.0,11.4,180.0,13.9,0,2.216773091753257
913,184,1008.1,77.0,38.0,11.8,240.0,15.2,0,2.2148876916475126
914,185,1008.5,81.0,58.0,6.0,220.0,16.5,1,2.352849915798217
915,186,1007.8,75.0,44.0,10.6,180.0,10.9,0,2.3542872956321705
916,187,1003.8,86.0,83.0,3.1,210.0,12.3,1,1.7615559399251104
917,188,1008.5,84.0,87.0,4.3,220.0,9.1,1,1.7515475008829262
918,189,1006.4,84.0,72.0,10.7,220.0,17.3,1,2.1417848424542982
919,190,1009.6,82.0,79.0,0.3,70.0,24.4,1,1.8725587429077284
920,191,1005.9,75.0,47.0,9.1,240.0,13.8,1,2.219618133867378
921,192,1008.6,79.0,78.0,9.1,50.0,12.5,0,1.8279709719024142
922,193,1005.8,81.0,59.0,7.2,30.0,23.7,0,1.914189679088019
923,194,1011.5,77.0,38.0,12.1,230.0,15.3,0,2.2502393051246274
924,195,1006.6,78.0,69.0,11.2,230.0,8.0,0,2.306820869869527
925,196,1008.3,74.0,38.0,10.5,220.0,15.5,1,2.20095282747966
926,197,1008.5,74.0,28.0,10.1,220.0,9.2,0,2.2234874538907574
927,198,1008.4,80.0,65.0,9.9,210.0,17.2,0,2.0886131825014056
928,199,1008.0,81.0,78.0,5.1,290.0,15.7,1,2.202201531332711
929,200,1002.2,72.0,29.0,10.2,20.0,7.9,0,2.124267270809201
930,201,1008.2,77.0,53.0,11.0,170.0,4.5,0,2.300136225285813
931,202,1000.1,82.0,88.0,2.2,240.0,5.5,1,1.7548587457760425
932,203,1011.5,82.0,88.0,1.6,200.0,22.0,1,1.825545959347608
933,204,1007.6,83.0,78.0,2.3,180.0,23.5,1,1.6898940744701578
934,205,1011.4,76.0,69.0,8.8,20.0,9.1,1,1.8246891533779697
935,206,1002.2,82.0,75.0,5.6,180.0,13.9,1,1.406265904469085
936,207,1009.2,89.0,86.0,1.3,80.0,11.7,1,1.7689529996431252
937,208,1006.1,77.0,57.0,10.6,230.0,26.1,1,2.3242115098528338
938,209,1006.7,77.0,32.0,10.9,290.0,25.0,0,2.155912277692477
939,210,1000.3,71.0,48.0,10.0,10.0,15.3,1,2.204369508808169
940,211,1004.3,62.0,38.0,11.2,110.0,22.4,0,2.5439953459595133
941,212,1010.3,86.0,83.0,6.4,150.0,26.4,1,1.8632971950637085
942,213,1006.6,72.0,29.0,10.6,290.0,20.2,0,2.3109557393611864
943,214,1005.5,74.0,87.0,0.6,20.0,11.9,0,1.3481001197563558
944,215,999.0,75.0,57.0,9.4,280.0,11.3,1,2.646884195753735
945,216,1008.4,81.0,88.0,0.3,50.0,21.9,1,1.749022965008575
946,217,1005.6,73.0,60.0,8.6,220.0,13.8,0,1.4912210490247462
947,218,1008.3,80.0,85.0,5.3,220.0,13.9,1,1.8673279228127422
948,219,1007.1,74.0,43.0,7.7,190.0,11.8,0,1.9773275109639576
949,220,1006.4,87.0,84.0,1.2,220.0,13.9,1,1.968193909300501
950,221,1007.9,81.0,82.0,4.6,70.0,17.3,1,2.294860688773149
951,222,1008.4,74.0,46.0,5.7,110.0,21.5,1,1.6855885714178023
952,223,1008.4,81.0,83.0,3.9,240.0,12.6,0,1.7502886967630604
953,224,1008.5,78.0,80.0,7.9,300.0,18.4,1,1.7095422550686512
954,225,1010.8,79.0,55.0,10.2,110.0,18.8,0,1.092737924006109
955,226,1008.1,78.0,88.0,6.9,60.0,17.3,1,1.3288723999892904
956,227,1010.9,82.0,58.0,4.8,100.0,17.3,1,1.0467159457990372
957,228,1012.3,72.0,48.0,10.9,20.0,12.8,0,1.0455475792506739
958,229,1012.2,81.0,77.0,4.6,40.0,22.5,1,1.7819600974698107
959,230,1011.5,75.0,43.0,7.7,100.0,22.6,0,1.1547304704379653
960,231,1011.7,73.0,43.0,9.5,70.0,25.0,0,1.8567638689499508
961,232,1011.4,70.0,47.0,7.7,10.0,17.2,0,1.573583428035555
962,233,1012.5,71.0,45.0,10.2,70.0,25.0,0,0.9697416184690201
963,234,1005.7,73.0,44.0,9.8,20.0,20.5,0,0.9204470585836627
964,235,1005.0,77.0,43.0,9.4,220.0,29.0,0,2.184837004998882
965,236,1008.4,84.0,48.0,7.9,60.0,17.2,0,1.8797280529516387
966,237,1013.1,73.0,46.0,10.2,70.0,9.1,0,1.0471603621665193
967,238,1008.9,82.0,82.0,6.7,200.0,30.0,1,1.9379806603204446
968,239,1010.3,79.0,51.0,11.0,60.0,11.9,0,1.8835856758192024
969,240,1014.4,86.0,81.0,1.6,220.0,37.7,1,1.4664233891436074
970,241,1009.5,75.0,72.0,7.3,80.0,13.1,1,1.541516805715081
971,242,1014.2,89.0,86.0,2.4,200.0,13.0,1,1.2329337442470645
972,243,1012.5,78.0,58.0,5.9,50.0,14.0,1,1.5452404291992354
973,244,1010.5,78.0,45.0,10.2,190.0,24.8,0,1.482650140914632
974,245,1008.4,75.0,78.0,7.7,210.0,30.2,1,1.702283813157125
975,246,1012.5,79.0,77.0,6.4,220.0,17.3,1,1.6483985834641608
976,247,1015.0,87.0,69.0,9.5,220.0,21.3,1,1.8888211143372682
977,248,1008.2,74.0,83.0,5.4,230.0,39.5,1,1.939990833974556
978,249,1006.0,82.0,85.0,3.5,220.0,25.9,1,1.958376746635874
979,250,1008.5,86.0,83.0,2.1,220.0,33.2,1,1.8305524825746813
980,251,1012.5,70.0,44.0,9.3,60.0,33.4,0,1.214331336784227
981,252,1008.9,81.0,69.0,5.7,230.0,18.2,1,2.0326408946558336
982,253,1008.0,80.0,78.0,5.0,10.0,15.9,1,1.8705808872040575
983,254,1009.9,85.0,78.0,6.3,70.0,8.0,1,1.605651064874801
984,255,1012.5,76.0,45.0,7.6,20.0,9.8,1,1.450892769961343
985,256,1010.2,82.0,69.0,4.7,220.0,21.3,1,1.9134875043075312
986,257,1007.9,85.0,85.0,2.5,130.0,30.6,1,0.886636103262472
987,258,1015.2,81.0,67.0,5.9,180.0,8.9,1,1.483800184868793
988,259,1010.4,74.0,49.0,9.5,20.0,13.4,0,0.7658044514705291
989,260,1007.6,92.0,88.0,0.5,200.0,8.0,1,1.51614837004021
990,261,1009.1,89.0,88.0,0.2,280.0,20.3,1,1.2860824741937935
991,262,1008.1,81.0,78.0,6.4,230.0,23.5,1,1.772382230536988
992,263,1005.7,84.0,89.0,2.0,20.0,23.4,1,0.4481590606894407
993,264,1016.0,76.0,53.0,9.1,90.0,14.0,0,1.5486584052205132
994,265,1017.1,87.0,88.0,1.6,40.0,21.3,1,1.4657212143631202
995,266,1017.0,81.0,66.0,5.9,70.0,8.3,1,1.4420400078151716
996,267,1018.7,86.0,82.0,6.3,50.0,11.9,1,1.231239620518878
997,268,1013.0,90.0,81.0,3.4,80.0,40.8,1,0.41069876475744144
998,269,1018.0,89.0,84.0,0.6,220.0,12.5,1,0.6698656446301868
999,270,1017.4,94.0,88.0,1.2,230.0,40.4,1,0.4662458112392704
1000,271,1018.7,94.0,88.0,0.1,180.0,15.2,0,1.0544198075856994
1001,272,1018.9,70.0,64.0,6.4,70.0,50.7,0,0.13987705028345818
1002,273,1008.9,79.0,28.0,10.3,220.0,26.7,0,0.6291295943877069
1003,274,1017.7,95.0,95.0,0.0,70.0,28.4,1,0.21555132089324253
1004,275,1015.9,78.0,85.0,6.6,80.0,9.6,1,1.1721071150650342
1005,276,1016.9,92.0,88.0,0.0,70.0,50.6,1,-0.23537606109121517
1006,277,1010.3,82.0,61.0,6.6,50.0,14.1,0,0.0007718388890924845
1007,278,1018.8,90.0,82.0,2.2,70.0,21.8,1,0.42349612352536875
1008,279,1012.5,76.0,47.0,7.6,30.0,9.0,0,0.4418742561425296
1009,280,1019.0,79.0,73.0,0.7,70.0,11.3,0,-0.3527714142676776
1010,281,1015.9,65.0,51.0,9.4,70.0,20.9,1,0.1675470086464165
1011,282,1018.9,75.0,46.0,5.5,80.0,20.5,0,0.38256303488760024
1012,283,1018.4,70.0,81.0,2.0,80.0,10.2,1,0.7140747787635505
1013,284,1019.1,80.0,88.0,0.3,70.0,20.2,1,0.416908844147776
1014,285,1017.1,75.0,78.0,7.6,70.0,17.3,1,0.5379307577985034
1015,286,1019.8,79.0,79.0,3.2,100.0,11.0,1,-0.05201584454003969
1016,287,1014.2,75.0,49.0,6.6,10.0,15.0,0,0.6662099587549873
1017,288,1014.8,81.0,81.0,1.7,110.0,27.6,1,0.7853358006740464
1018,289,1017.8,68.0,56.0,9.9,40.0,9.6,1,0.6891302897596542
1019,290,1018.8,70.0,48.0,7.7,20.0,14.5,0,0.21974027272461746
1020,291,1012.2,85.0,84.0,0.7,40.0,40.4,1,0.10017001443807656
1021,292,1011.6,62.0,84.0,7.5,70.0,21.5,1,0.262131363219459
1022,293,1016.8,84.0,70.0,9.2,80.0,25.0,0,0.13461275763226194
1023,294,1013.0,81.0,88.0,1.0,70.0,41.3,1,0.2983475737214878
1024,295,1014.6,85.0,85.0,2.2,70.0,19.8,1,0.5882562210315062
1025,296,1018.5,81.0,86.0,1.2,80.0,20.5,1,0.29936361829223945
1026,297,1016.8,87.0,82.0,1.4,30.0,14.5,1,0.8044433543047053
1027,298,1018.5,89.0,82.0,3.5,40.0,17.3,1,-0.05207657434037895
1028,299,1014.5,87.0,82.0,2.0,50.0,16.1,0,-0.41947608032519584
1029,300,1014.5,88.0,84.0,1.8,40.0,22.0,1,0.5031714043304013
1030,301,1014.3,87.0,80.0,4.8,20.0,28.0,1,-0.3356729977501215
1031,302,1016.9,86.0,67.0,5.7,80.0,12.5,1,0.6973886227722716
1032,303,1014.9,71.0,88.0,1.1,70.0,22.9,1,0.6761573768117176
1033,304,1015.3,90.0,83.0,3.5,80.0,24.9,1,0.40649623783082284
1034,305,1017.7,86.0,79.0,1.2,20.0,15.3,1,0.6524855361858082
1035,306,1016.9,82.0,88.0,4.5,50.0,24.9,1,0.4661119519428591
1036,307,1014.6,84.0,70.0,2.1,80.0,33.5,1,0.2206585220456304
1037,3,1015.2,76.0,61.0,8.8,90.0,14.1,0,-0.03456390129235702
1038,309,1017.0,91.0,78.0,3.3,25.0,16.4,1,0.0861957756092842
1039,310,1018.4,86.0,66.0,9.7,60.0,8.3,1,0.4226188368481037
1040,311,1020.2,86.0,88.0,0.1,60.0,43.8,1,-1.6756192287743785
