id,day,pressure,humidity,cloud,sunshine,winddirection,windspeed,Temp_unificada
2901,347,1023.3,91.0,88.0,0.6,70.0,30.6,-3.4237699020819865
2902,348,1016.8,76.0,43.0,9.1,70.0,28.5,-1.8521414233996976
2903,349,1019.7,74.0,71.0,6.8,30.0,26.8,-1.7869767556334728
2904,350,1017.0,91.0,90.0,0.0,20.0,26.4,-1.3092641346688418
2905,351,1020.4,82.0,89.0,0.0,20.0,28.2,-2.2656663931536536
2906,352,1019.0,79.0,74.0,0.0,40.0,14.6,-0.852416005111844
2907,353,1018.6,81.0,88.0,0.4,20.0,24.9,-1.494150676731875
2908,354,1019.9,95.0,91.0,0.0,40.0,13.0,-1.4147135371668618
2909,355,1022.9,79.0,89.0,2.1,40.0,35.8,-1.6380872516762588
2910,356,1023.6,77.0,80.0,3.8,50.0,14.2,-1.5598096406917172
2911,357,1020.6,75.0,91.0,0.6,40.0,22.5,-1.8916342861532784
2912,358,1020.2,85.0,84.0,0.2,70.0,23.5,-1.9241372180569654
2913,359,1016.4,91.0,89.0,0.0,50.0,25.9,-2.781510638571952
2914,360,1018.0,97.0,95.0,0.0,50.0,28.2,-2.3740427664813093
2915,361,1020.8,96.0,95.0,0.0,20.0,34.3,-2.487595723753559
2916,362,1011.7,78.0,80.0,1.6,40.0,25.2,-1.8357262291541683
2917,363,1022.7,92.0,96.0,0.0,50.0,21.9,-2.2493796406783444
2918,364,1014.4,94.0,93.0,0.0,50.0,39.5,-1.8111844445317469
2919,365,1020.9,79.0,89.0,0.2,60.0,50.6,-1.5909363135569352
